HQ317389.1	0	45372	45728	0.992215
HQ317389.1	1	356	45728	0.00778516
HQ634188.1	0	45236	45730	0.989197
HQ634188.1	1	494	45730	0.0108025
HQ317388.1	0	44262	44892	0.985966
HQ317388.1	1	630	44892	0.0140337
NC_021865.1	0	40853	41294	0.98932
NC_021865.1	1	441	41294	0.0106795
NC_020479.1	0	48876	49425	0.988892
NC_020479.1	1	549	49425	0.0111077
NC_021857.1	0	37601	41475	0.906594
NC_021857.1	1	3874	41475	0.0934057
NC_021772.1	0	71239	72394	0.984046
NC_021772.1	1	1155	72394	0.0159544
NC_021782.1	0	71050	72098	0.985464
NC_021782.1	1	1048	72098	0.0145358
NC_022518.1	0	9368	9472	0.98902
NC_022518.1	1	104	9472	0.0109797
NC_022230.1	0	6245	6398	0.976086
NC_022230.1	1	153	6398	0.0239137
NC_021203.1	0	2519	2539	0.992123
NC_021203.1	1	20	2539	0.00787712
NC_021204.1	0	2476	2495	0.992385
NC_021204.1	1	19	2495	0.00761523
NC_020896.1	0	9928	10081	0.984823
NC_020896.1	1	153	10081	0.0151771
NC_018863.1	0	159856	162596	0.983148
NC_018863.1	1	2740	162596	0.0168516
NC_022091.1	0	42020	42874	0.980081
NC_022091.1	1	854	42874	0.0199188
NC_022580.1	0	12504	12676	0.986431
NC_022580.1	1	172	12676	0.0135689
NC_022581.1	0	11683	11806	0.989582
NC_022581.1	1	123	11806	0.0104184
NC_019782.1	0	35613	36566	0.973938
NC_019782.1	1	953	36566	0.0260625
NC_022249.1	0	6736	6795	0.991317
NC_022249.1	1	59	6795	0.00868286
NC_008305.1	0	2524	2602	0.970023
NC_008305.1	1	78	2602	0.0299769
NC_021923.1	0	137694	140633	0.979102
NC_021923.1	1	2939	140633	0.0208984
NC_021801.1	0	39016	42902	0.909421
NC_021801.1	1	3886	42902	0.0905785
NC_018872.2	0	9413	9512	0.989592
NC_018872.2	1	99	9512	0.0104079
NC_020077.1	0	74408	76107	0.977676
NC_020077.1	1	1699	76107	0.0223238
NC_022616.1	0	1881	1936	0.971591
NC_022616.1	1	55	1936	0.0284091
NC_022617.1	0	1646	1710	0.962573
NC_022617.1	1	64	1710	0.0374269
NC_022619.1	0	17230	17486	0.98536
NC_022619.1	1	256	17486	0.0146403
NC_022630.1	0	6277	6296	0.996982
NC_022630.1	1	19	6296	0.00301779
NC_019419.2	0	42711	43457	0.982834
NC_019419.2	1	746	43457	0.0171664
NC_022647.1	0	7608	7647	0.9949
NC_022647.1	1	39	7647	0.00510004
NC_018459.1	0	4287	4335	0.988927
NC_018459.1	1	48	4335	0.0110727
NC_018461.1	0	6715	6861	0.97872
NC_018461.1	1	146	6861	0.0212797
NC_018463.1	0	6724	6863	0.979746
NC_018463.1	1	139	6863	0.0202535
NC_018464.1	0	877	927	0.946063
NC_018464.1	1	50	927	0.0539374
NC_018465.1	0	6768	6966	0.971576
NC_018465.1	1	198	6966	0.0284238
NC_018466.1	0	4190	4330	0.967667
NC_018466.1	1	140	4330	0.0323326
NC_018467.1	0	4252	4314	0.985628
NC_018467.1	1	62	4314	0.0143718
NC_018476.1	0	6757	6895	0.979985
NC_018476.1	1	138	6895	0.0200145
NC_018477.1	0	841	860	0.977907
NC_018477.1	1	19	860	0.022093
NC_021298.1	0	50208	51252	0.97963
NC_021298.1	1	1044	51252	0.0203699
NC_021304.1	0	50489	51552	0.97938
NC_021304.1	1	1063	51552	0.02062
NC_021339.1	0	50126	51077	0.981381
NC_021339.1	1	951	51077	0.0186189
NC_022744.1	0	39621	39860	0.994004
NC_022744.1	1	239	39860	0.00599599
NC_022745.1	0	9283	9359	0.991879
NC_022745.1	1	76	9359	0.00812053
NC_022746.1	0	42252	42957	0.983588
NC_022746.1	1	705	42957	0.0164118
NC_022747.1	0	33687	34145	0.986587
NC_022747.1	1	458	34145	0.0134134
NC_022748.1	0	5222	5280	0.989015
NC_022748.1	1	58	5280	0.0109848
NC_022749.1	0	36048	39758	0.906685
NC_022749.1	1	3710	39758	0.0933146
NC_022751.1	0	42236	42480	0.994256
NC_022751.1	1	244	42480	0.00574388
NC_022752.1	0	42075	42665	0.986171
NC_022752.1	1	590	42665	0.0138287
NC_022753.1	0	51600	52282	0.986955
NC_022753.1	1	682	52282	0.0130446
NC_022776.1	0	41213	41757	0.986972
NC_022776.1	1	544	41757	0.0130278
NC_022789.1	0	2262	2282	0.991236
NC_022789.1	1	20	2282	0.00876424
NC_022791.1	0	36787	37375	0.984268
NC_022791.1	1	588	37375	0.0157324
NC_022564.1	0	4864	4945	0.98362
NC_022564.1	1	81	4945	0.0163802
NC_021773.2	0	31623	43458	0.727668
NC_021773.2	1	11835	43458	0.272332
NC_022800.1	0	5399	5479	0.985399
NC_022800.1	1	80	5479	0.0146012
NC_022892.1	0	7091	7228	0.981046
NC_022892.1	1	137	7228	0.0189541
NC_022896.1	0	14418	14581	0.988821
NC_022896.1	1	163	14581	0.0111789
NC_022915.1	0	39600	40471	0.978478
NC_022915.1	1	871	40471	0.0215216
NC_022917.1	0	43748	44578	0.981381
NC_022917.1	1	830	44578	0.018619
NC_022519.1	0	5624	5722	0.982873
NC_022519.1	1	98	5722	0.0171269
NC_022914.1	0	42118	43394	0.970595
NC_022914.1	1	1276	43394	0.029405
NC_022916.1	0	40776	41604	0.980098
NC_022916.1	1	828	41604	0.0199019
