HQ317389.1	0	42143	45728	0.921602
HQ317389.1	1	3585	45728	0.0783984
HQ634188.1	0	41996	45730	0.918347
HQ634188.1	1	3734	45730	0.0816532
HQ317388.1	0	35629	44892	0.79366
HQ317388.1	1	9263	44892	0.20634
NC_021865.1	0	38825	41294	0.940209
NC_021865.1	1	2469	41294	0.0597908
NC_020479.1	0	46090	49425	0.932524
NC_020479.1	1	3335	49425	0.067476
NC_021857.1	0	37892	41475	0.913611
NC_021857.1	1	3583	41475	0.0863894
NC_021772.1	0	66224	72394	0.914772
NC_021772.1	1	6170	72394	0.0852281
NC_021782.1	0	65469	72098	0.908056
NC_021782.1	1	6629	72098	0.0919443
NC_022518.1	0	8360	9472	0.882601
NC_022518.1	1	1112	9472	0.117399
NC_022230.1	0	5721	6398	0.894186
NC_022230.1	1	677	6398	0.105814
NC_021203.1	0	2294	2539	0.903505
NC_021203.1	1	245	2539	0.0964947
NC_021204.1	0	2299	2495	0.921443
NC_021204.1	1	196	2495	0.0785571
NC_020896.1	0	8918	10081	0.884634
NC_020896.1	1	1163	10081	0.115366
NC_018863.1	0	148615	162596	0.914014
NC_018863.1	1	13981	162596	0.0859861
NC_022091.1	0	39485	42874	0.920954
NC_022091.1	1	3389	42874	0.0790456
NC_022580.1	0	11454	12676	0.903597
NC_022580.1	1	1222	12676	0.0964027
NC_022581.1	0	10655	11806	0.902507
NC_022581.1	1	1151	11806	0.0974928
NC_019782.1	0	30695	36566	0.839441
NC_019782.1	1	5871	36566	0.160559
NC_022249.1	0	6385	6795	0.939662
NC_022249.1	1	410	6795	0.0603385
NC_008305.1	0	2465	2602	0.947348
NC_008305.1	1	137	2602	0.0526518
NC_021923.1	0	120780	140633	0.858831
NC_021923.1	1	19853	140633	0.141169
NC_021801.1	0	40214	42902	0.937346
NC_021801.1	1	2688	42902	0.0626544
NC_018872.2	0	8834	9512	0.928722
NC_018872.2	1	678	9512	0.0712784
NC_020077.1	0	64762	76107	0.850934
NC_020077.1	1	11345	76107	0.149066
NC_022616.1	0	1799	1936	0.929236
NC_022616.1	1	137	1936	0.0707645
NC_022617.1	0	1486	1710	0.869006
NC_022617.1	1	224	1710	0.130994
NC_022619.1	0	16126	17486	0.922224
NC_022619.1	1	1360	17486	0.0777765
NC_022630.1	0	5804	6296	0.921855
NC_022630.1	1	492	6296	0.0781449
NC_022631.1	0	2989	3303	0.904935
NC_022631.1	1	314	3303	0.0950651
NC_019419.2	0	40795	43457	0.938744
NC_019419.2	1	2662	43457	0.061256
NC_022647.1	0	7117	7647	0.930692
NC_022647.1	1	530	7647	0.0693082
NC_018459.1	0	3766	4335	0.868743
NC_018459.1	1	569	4335	0.131257
NC_018460.1	0	752	834	0.901679
NC_018460.1	1	82	834	0.0983213
NC_018461.1	0	5836	6861	0.850605
NC_018461.1	1	1025	6861	0.149395
NC_018462.1	0	804	843	0.953737
NC_018462.1	1	39	843	0.0462633
NC_018463.1	0	6122	6863	0.89203
NC_018463.1	1	741	6863	0.10797
NC_018464.1	0	834	927	0.899676
NC_018464.1	1	93	927	0.100324
NC_018465.1	0	5944	6966	0.853287
NC_018465.1	1	1022	6966	0.146713
NC_018466.1	0	3728	4330	0.86097
NC_018466.1	1	602	4330	0.13903
NC_018467.1	0	3927	4314	0.910292
NC_018467.1	1	387	4314	0.0897079
NC_018476.1	0	5807	6895	0.842205
NC_018476.1	1	1088	6895	0.157796
NC_018477.1	0	832	860	0.967442
NC_018477.1	1	28	860	0.0325581
NC_018478.1	0	3799	4417	0.860086
NC_018478.1	1	618	4417	0.139914
NC_021298.1	0	44728	51252	0.872707
NC_021298.1	1	6524	51252	0.127293
NC_021304.1	0	45367	51552	0.880024
NC_021304.1	1	6185	51552	0.119976
NC_021339.1	0	43688	51077	0.855336
NC_021339.1	1	7389	51077	0.144664
NC_022744.1	0	38217	39860	0.958781
NC_022744.1	1	1643	39860	0.0412193
NC_022745.1	0	8697	9359	0.929266
NC_022745.1	1	662	9359	0.0707341
NC_022746.1	0	40427	42957	0.941104
NC_022746.1	1	2530	42957	0.0588961
NC_022747.1	0	31486	34145	0.922126
NC_022747.1	1	2659	34145	0.0778738
NC_022748.1	0	4764	5280	0.902273
NC_022748.1	1	516	5280	0.0977273
NC_022749.1	0	36584	39758	0.920167
NC_022749.1	1	3174	39758	0.079833
NC_022751.1	0	40608	42480	0.955932
NC_022751.1	1	1872	42480	0.0440678
NC_022752.1	0	40415	42665	0.947264
NC_022752.1	1	2250	42665	0.0527364
NC_022753.1	0	46453	52282	0.888508
NC_022753.1	1	5829	52282	0.111492
NC_022776.1	0	37339	41757	0.894197
NC_022776.1	1	4418	41757	0.105803
NC_022788.1	0	1963	2020	0.971782
NC_022788.1	1	57	2020	0.0282178
NC_022789.1	0	2100	2282	0.920245
NC_022789.1	1	182	2282	0.0797546
NC_022791.1	0	34433	37375	0.921284
NC_022791.1	1	2942	37375	0.0787157
NC_022564.1	0	4184	4945	0.846107
NC_022564.1	1	761	4945	0.153893
NC_021773.2	0	40167	43458	0.924272
NC_021773.2	1	3291	43458	0.0757283
NC_022800.1	0	4824	5479	0.880453
NC_022800.1	1	655	5479	0.119547
NC_022892.1	0	6072	7228	0.840066
NC_022892.1	1	1156	7228	0.159934
NC_022894.1	0	7064	7838	0.90125
NC_022894.1	1	774	7838	0.0987497
NC_022896.1	0	13523	14581	0.92744
NC_022896.1	1	1058	14581	0.0725602
NC_022915.1	0	33116	40471	0.818265
NC_022915.1	1	7355	40471	0.181735
NC_022917.1	0	37489	44578	0.840975
NC_022917.1	1	7089	44578	0.159025
NC_022519.1	0	5052	5722	0.882908
NC_022519.1	1	670	5722	0.117092
NC_022914.1	0	35735	43394	0.823501
NC_022914.1	1	7659	43394	0.176499
NC_022916.1	0	35056	41604	0.842611
NC_022916.1	1	6548	41604	0.157389
NC_022961.1	0	8005	8424	0.950261
NC_022961.1	1	419	8424	0.0497388
NC_018668.1	0	6838	7583	0.901754
NC_018668.1	1	745	7583	0.0982461
NC_020415.1	0	3573	3971	0.899773
NC_020415.1	1	398	3971	0.100227
NC_022966.1	0	84614	88135	0.96005
NC_022966.1	1	3521	88135	0.0399501
NC_022967.1	0	90123	92495	0.974355
NC_022967.1	1	2372	92495	0.0256446
NC_022974.1	0	84603	88255	0.95862
NC_022974.1	1	3652	88255	0.0413801
NC_022990.1	0	13367	17276	0.773732
NC_022990.1	1	3909	17276	0.226268
NC_015294.2	0	89706	93198	0.962531
NC_015294.2	1	3492	93198	0.0374686
NC_022750.1	0	31360	33628	0.932556
NC_022750.1	1	2268	33628	0.0674438
NC_022989.1	0	28571	31080	0.919273
NC_022989.1	1	2509	31080	0.0807272
NC_009232.2	0	40870	42572	0.960021
NC_009232.2	1	1702	42572	0.0399793
NC_023008.1	0	4611	5084	0.906963
NC_023008.1	1	473	5084	0.093037
NC_023009.1	0	118087	127188	0.928445
NC_023009.1	1	9101	127188	0.0715555
NC_023016.1	0	5586	6080	0.91875
NC_023016.1	1	494	6080	0.08125
NC_023017.1	0	3761	4065	0.925215
NC_023017.1	1	304	4065	0.0747847
NC_008574.2	0	8093	9004	0.898823
NC_008574.2	1	911	9004	0.101177
NC_020081.2	0	136920	149844	0.91375
NC_020081.2	1	12924	149844	0.0862497
NC_016959.1	0	10997	11688	0.94088
NC_016959.1	1	691	11688	0.0591205
NC_022553.1	0	3431	3952	0.868168
NC_022553.1	1	521	3952	0.131832
NC_022554.1	0	2674	2963	0.902464
NC_022554.1	1	289	2963	0.0975363
NC_022555.1	0	2373	2765	0.858228
NC_022555.1	1	392	2765	0.141772
NC_022556.1	0	1534	1747	0.878077
NC_022556.1	1	213	1747	0.121923
NC_022557.1	0	971	1125	0.863111
NC_022557.1	1	154	1125	0.136889
NC_022558.1	0	855	1034	0.826886
NC_022558.1	1	179	1034	0.173114
NC_022559.1	0	754	831	0.907341
NC_022559.1	1	77	831	0.0926594
NC_022560.1	0	1797	1978	0.908493
NC_022560.1	1	181	1978	0.0915066
NC_022561.1	0	1467	1627	0.901659
NC_022561.1	1	160	1627	0.0983405
NC_022562.1	0	1059	1158	0.914508
NC_022562.1	1	99	1158	0.0854922
NC_022595.1	0	5627	6920	0.81315
NC_022595.1	1	1293	6920	0.18685
NC_022596.1	0	3595	4326	0.831022
NC_022596.1	1	731	4326	0.168978
