HQ317389.1	0	41563	45728	0.908918
HQ317389.1	1	4165	45728	0.0910821
HQ634188.1	0	41807	45730	0.914214
HQ634188.1	1	3923	45730	0.0857861
HQ317388.1	0	34696	44892	0.772877
HQ317388.1	1	10196	44892	0.227123
NC_021865.1	0	37922	41294	0.918342
NC_021865.1	1	3372	41294	0.0816584
NC_020479.1	0	45554	49425	0.921679
NC_020479.1	1	3871	49425	0.0783207
NC_021857.1	0	37807	41475	0.911561
NC_021857.1	1	3668	41475	0.0884388
NC_021772.1	0	65110	72394	0.899384
NC_021772.1	1	7284	72394	0.100616
NC_021782.1	0	65036	72098	0.90205
NC_021782.1	1	7062	72098	0.09795
NC_022518.1	0	8141	9472	0.859481
NC_022518.1	1	1331	9472	0.140519
NC_022230.1	0	5802	6398	0.906846
NC_022230.1	1	596	6398	0.0931541
NC_021203.1	0	2248	2539	0.885388
NC_021203.1	1	291	2539	0.114612
NC_021204.1	0	2356	2495	0.944289
NC_021204.1	1	139	2495	0.0557114
NC_020896.1	0	8890	10081	0.881857
NC_020896.1	1	1191	10081	0.118143
NC_018863.1	0	146952	162596	0.903786
NC_018863.1	1	15644	162596	0.0962139
NC_022091.1	0	40053	42874	0.934203
NC_022091.1	1	2821	42874	0.0657975
NC_022580.1	0	11220	12676	0.885137
NC_022580.1	1	1456	12676	0.114863
NC_022581.1	0	10531	11806	0.892004
NC_022581.1	1	1275	11806	0.107996
NC_019782.1	0	29879	36566	0.817125
NC_019782.1	1	6687	36566	0.182875
NC_022249.1	0	6226	6795	0.916262
NC_022249.1	1	569	6795	0.083738
NC_008305.1	0	2520	2602	0.968486
NC_008305.1	1	82	2602	0.0315142
NC_021923.1	0	119496	140633	0.849701
NC_021923.1	1	21137	140633	0.150299
NC_021801.1	0	39970	42902	0.931658
NC_021801.1	1	2932	42902	0.0683418
NC_018872.2	0	8608	9512	0.904962
NC_018872.2	1	904	9512	0.0950378
NC_020077.1	0	63745	76107	0.837571
NC_020077.1	1	12362	76107	0.162429
NC_022616.1	0	1821	1936	0.940599
NC_022616.1	1	115	1936	0.0594008
NC_022617.1	0	1450	1710	0.847953
NC_022617.1	1	260	1710	0.152047
NC_022619.1	0	16017	17486	0.91599
NC_022619.1	1	1469	17486	0.0840101
NC_022630.1	0	5803	6296	0.921696
NC_022630.1	1	493	6296	0.0783037
NC_022631.1	0	2959	3303	0.895852
NC_022631.1	1	344	3303	0.104148
NC_019419.2	0	40606	43457	0.934395
NC_019419.2	1	2851	43457	0.0656051
NC_022647.1	0	7066	7647	0.924022
NC_022647.1	1	581	7647	0.0759775
NC_018459.1	0	3751	4335	0.865283
NC_018459.1	1	584	4335	0.134717
NC_018460.1	0	776	834	0.930456
NC_018460.1	1	58	834	0.0695444
NC_018461.1	0	5819	6861	0.848127
NC_018461.1	1	1042	6861	0.151873
NC_018462.1	0	744	843	0.882562
NC_018462.1	1	99	843	0.117438
NC_018463.1	0	6013	6863	0.876147
NC_018463.1	1	850	6863	0.123853
NC_018464.1	0	824	927	0.888889
NC_018464.1	1	103	927	0.111111
NC_018465.1	0	5847	6966	0.839363
NC_018465.1	1	1119	6966	0.160637
NC_018466.1	0	3757	4330	0.867667
NC_018466.1	1	573	4330	0.132333
NC_018467.1	0	3717	4314	0.861613
NC_018467.1	1	597	4314	0.138387
NC_018476.1	0	5627	6895	0.816099
NC_018476.1	1	1268	6895	0.183901
NC_018477.1	0	799	860	0.92907
NC_018477.1	1	61	860	0.0709302
NC_018478.1	0	3673	4417	0.83156
NC_018478.1	1	744	4417	0.16844
NC_021298.1	0	44852	51252	0.875127
NC_021298.1	1	6400	51252	0.124873
NC_021304.1	0	45645	51552	0.885417
NC_021304.1	1	5907	51552	0.114583
NC_021339.1	0	43801	51077	0.857548
NC_021339.1	1	7276	51077	0.142452
NC_022744.1	0	37986	39860	0.952985
NC_022744.1	1	1874	39860	0.0470145
NC_022745.1	0	8457	9359	0.903622
NC_022745.1	1	902	9359	0.0963778
NC_022746.1	0	40360	42957	0.939544
NC_022746.1	1	2597	42957	0.0604558
NC_022747.1	0	31408	34145	0.919842
NC_022747.1	1	2737	34145	0.0801582
NC_022748.1	0	4704	5280	0.890909
NC_022748.1	1	576	5280	0.109091
NC_022749.1	0	36481	39758	0.917576
NC_022749.1	1	3277	39758	0.0824237
NC_022751.1	0	40590	42480	0.955508
NC_022751.1	1	1890	42480	0.0444915
NC_022752.1	0	40512	42665	0.949537
NC_022752.1	1	2153	42665	0.0504629
NC_022753.1	0	46809	52282	0.895318
NC_022753.1	1	5473	52282	0.104682
NC_022776.1	0	36818	41757	0.88172
NC_022776.1	1	4939	41757	0.11828
NC_022788.1	0	1887	2020	0.934158
NC_022788.1	1	133	2020	0.0658416
NC_022789.1	0	2162	2282	0.947415
NC_022789.1	1	120	2282	0.0525855
NC_022791.1	0	34114	37375	0.912749
NC_022791.1	1	3261	37375	0.0872508
NC_022564.1	0	4248	4945	0.85905
NC_022564.1	1	697	4945	0.14095
NC_021773.2	0	40459	43458	0.930991
NC_021773.2	1	2999	43458	0.0690092
NC_022800.1	0	4778	5479	0.872057
NC_022800.1	1	701	5479	0.127943
NC_022892.1	0	5985	7228	0.82803
NC_022892.1	1	1243	7228	0.17197
NC_022894.1	0	7205	7838	0.91924
NC_022894.1	1	633	7838	0.0807604
NC_022896.1	0	13594	14581	0.932309
NC_022896.1	1	987	14581	0.0676908
NC_022915.1	0	33493	40471	0.82758
NC_022915.1	1	6978	40471	0.17242
NC_022917.1	0	38177	44578	0.856409
NC_022917.1	1	6401	44578	0.143591
NC_022519.1	0	5157	5722	0.901258
NC_022519.1	1	565	5722	0.0987417
NC_022914.1	0	35076	43394	0.808315
NC_022914.1	1	8318	43394	0.191685
NC_022916.1	0	34930	41604	0.839583
NC_022916.1	1	6674	41604	0.160417
NC_022961.1	0	7984	8424	0.947768
NC_022961.1	1	440	8424	0.0522317
NC_018668.1	0	6833	7583	0.901095
NC_018668.1	1	750	7583	0.0989054
NC_020415.1	0	3777	3971	0.951146
NC_020415.1	1	194	3971	0.0488542
NC_022966.1	0	84601	88135	0.959902
NC_022966.1	1	3534	88135	0.0400976
NC_022967.1	0	89954	92495	0.972528
NC_022967.1	1	2541	92495	0.0274718
NC_022974.1	0	84520	88255	0.957679
NC_022974.1	1	3735	88255	0.0423205
NC_022990.1	0	12681	17276	0.734024
NC_022990.1	1	4595	17276	0.265976
NC_015294.2	0	88995	93198	0.954902
NC_015294.2	1	4203	93198	0.0450975
NC_022750.1	0	30804	33628	0.916022
NC_022750.1	1	2824	33628	0.0839776
NC_022989.1	0	28440	31080	0.915058
